Latitude,Longitude,Sample Date,soil_clay_pct,soil_ph,soil_organic_carbon,elevation_m,population_density,lc_tree_pct,lc_shrub_pct,lc_grassland_pct,lc_cropland_pct,lc_urban_pct,lc_bare_pct,lc_water_pct
-28.760833,17.730278,02-01-2011,6.9,8.2,54.6,166.0,,8.380575097329418,10.607198961819549,0.8127860118844341,0.0,0.0,60.10518407212621,20.09425585684038
-26.861111,28.884722,03-01-2011,30.2,6.5,16.1,1526.0,,3.066730414589167,0.0341506727682535,38.93859709036269,57.49607267263165,0.4576190150945973,0.0,0.0068301345536507
-26.45,28.085833,03-01-2011,26.0,6.1,18.0,1475.0,,2.995867768595041,0.0,47.472451790633606,46.5426997245179,1.556473829201102,0.0482093663911845,1.384297520661157
-27.671111,27.236944,03-01-2011,26.4,6.8,16.2,1345.0,,25.99549211119459,0.0819616146438084,28.905129431049797,4.214193019602487,34.3487466703094,0.1434328256266648,6.311044327573254
-27.356667,27.286389,03-01-2011,24.5,6.7,15.0,1360.0,,5.525578853903422,0.1502629601803155,69.15511235571341,23.08585479133939,2.055870500648863,0.0068301345536507,0.0204904036609521
-27.01011111,26.69808333,04-01-2011,,,,1291.0,,20.38795164264736,5.279694009971996,50.03756574004508,3.872686291919951,0.464449149648248,0.0751314800901577,19.882521685677208
-25.127778,27.628889,04-01-2011,21.1,6.5,20.5,957.0,,30.974660200805957,46.43125469571751,10.484256539853837,11.242401475309064,0.7649750700088792,0.1024520183047606,0.0
-25.20639,27.558,04-01-2011,23.7,6.5,19.6,957.0,,14.18732782369146,30.13085399449036,18.168044077134983,34.10468319559229,1.2396694214876034,0.2617079889807162,1.9077134986225892
-24.69514,27.40906,04-01-2011,21.7,6.6,19.2,912.0,,9.801243084488764,1.8031555221637865,17.560275937435968,61.956150536165566,0.0136602691073014,0.3551669967898367,8.51034765384878
-26.98472222,26.63227778,04-01-2011,23.4,6.6,12.1,1289.0,,0.0478109418755549,0.1297725565193634,44.368554060515,54.01270405026979,1.25674475787173,0.1570930947339662,0.0273205382146028
-28.141944,26.417778,04-01-2011,19.7,6.7,14.5,1270.0,,14.227170275254425,11.037497438699544,67.03777064408169,6.843794822758007,0.8537668192063385,0.0,0.0
-27.398611,26.614722,04-01-2011,20.5,6.5,14.5,1261.0,,17.30756095895089,1.769004849395533,44.73738132641213,12.219110716481117,23.67324636295335,0.1229424219657127,0.1707533638412676
-33.501667,21.624167,04-01-2011,21.3,7.3,35.6,242.0,,30.57168226214057,60.234956628645584,6.345195000341507,0.4507888805409466,1.2362543542107778,0.0751314800901577,1.0859913940304624
-32.502778,19.535833,04-01-2011,12.9,7.7,14.5,384.0,,8.448876442865924,17.341711631719146,26.0501331876238,5.307014548186599,0.0,42.85226418960453,0.0
-25.45963889,28.26430556,04-01-2011,19.6,6.1,15.8,1101.0,,10.381804521549077,9.118229629123691,51.02793525032443,27.81913803701933,1.64606242742982,0.0068301345536507,0.0
-27.495556,26.074722,04-01-2011,23.1,6.8,12.5,1251.0,,0.0,0.2117341711631719,82.94515401953419,16.843111809302645,0.0,0.0,0.0
-26.648056,27.089444,05-01-2011,26.4,6.2,14.5,1358.0,,2.9301277235161534,1.2977255651936344,91.45550167338295,4.24834369237074,0.0478109418755549,0.0,0.0204904036609521
-26.970278,27.211111,05-01-2011,,,,1325.0,,15.36097261116044,0.9971996448330032,56.97698244655419,10.34082371422717,0.3824875350044396,0.184413632948569,15.75712041527218
-27.38972222,26.46388889,05-01-2011,,,,1251.0,,13.591967761764906,16.781640598319786,40.94665664913599,13.557817088996654,0.0136602691073014,0.1366026910730141,14.971654941602347
-27.044444,27.005,05-01-2011,24.1,6.5,16.0,1313.0,,19.18732782369146,0.0275482093663911,71.34986225895317,7.5,0.2892561983471074,0.0895316804407713,1.556473829201102
-30.830556,26.921389,06-01-2011,21.6,7.1,20.4,1336.0,,2.479338842975207,2.2334539990437814,74.66020080595588,13.708080049176967,0.0204904036609521,1.4889693326958542,5.40946656649136
-27.00222,28.76528,06-01-2011,30.1,6.5,18.2,1500.0,,1.7098888572242803,0.0,64.20632658877173,27.747696399734014,0.0,0.2279851809632374,6.108102973306735
-27.02314,28.59389,06-01-2011,28.6,6.2,17.7,1491.0,,8.476196981080527,0.0887917491974591,62.65282426063793,4.951847551396763,15.702479338842975,0.0409808073219042,8.086879311522436
-30.679722,26.7125,06-01-2011,22.7,6.7,17.2,1300.0,,35.284475104159554,4.398606652551056,17.116317191448672,10.374974386995424,10.6276893654805,3.401407007718052,18.796530291646743
-30.160091,27.40124,06-01-2011,23.7,6.4,20.2,1420.0,,8.366914828222116,0.4371286114336452,50.56348610067618,26.03647291851649,3.619971313434875,2.02854996243426,8.947476265282427
-32.595833,19.009444,06-01-2011,12.6,7.0,34.3,157.0,,35.21617375862304,7.677071238303394,5.347995355508504,30.967830066252304,20.66115702479339,0.0409808073219042,0.0887917491974591
-25.99136,27.84208,10-01-2011,23.0,6.3,19.7,1365.0,,24.19916672358445,0.3756574004507889,68.70432347517246,1.7894952530564852,4.746943514787241,0.184413632948569,0.0
-26.73806,27.59194,10-01-2011,22.8,6.2,50.8,1422.0,,24.90950071716413,5.546069257564374,48.30954169797145,3.2443139129840857,3.5038590260228126,1.5709309473396624,12.915784440953487
-26.45,28.085833,10-01-2011,26.0,6.1,18.0,1475.0,,2.995867768595041,0.0,47.472451790633606,46.5426997245179,1.556473829201102,0.0482093663911845,1.384297520661157
-30.86013889,29.07125,10-01-2011,30.1,6.5,24.6,825.0,,17.88567493112948,29.20110192837465,7.68595041322314,37.27961432506887,0.0,1.9834710743801651,5.964187327823692
-27.356667,27.286389,10-01-2011,24.5,6.7,15.0,1360.0,,5.525578853903422,0.1502629601803155,69.15511235571341,23.08585479133939,2.055870500648863,0.0068301345536507,0.0204904036609521
-27.01011111,26.69808333,11-01-2011,,,,1291.0,,20.38795164264736,5.279694009971996,50.03756574004508,3.872686291919951,0.464449149648248,0.0751314800901577,19.882521685677208
-25.73411,27.21422,11-01-2011,19.5,6.0,22.9,1453.0,,2.5954511303872687,10.374974386995424,86.18263779796462,0.6556929171504678,0.0,0.1092821528584113,0.0819616146438084
-26.98472222,26.63227778,11-01-2011,23.4,6.6,12.1,1289.0,,0.0478109418755549,0.1297725565193634,44.368554060515,54.01270405026979,1.25674475787173,0.1570930947339662,0.0273205382146028
-27.398611,26.614722,11-01-2011,20.5,6.5,14.5,1261.0,,17.30756095895089,1.769004849395533,44.73738132641213,12.219110716481117,23.67324636295335,0.1229424219657127,0.1707533638412676
-27.671111,27.236944,11-01-2011,26.4,6.8,16.2,1345.0,,25.99549211119459,0.0819616146438084,28.905129431049797,4.214193019602487,34.3487466703094,0.1434328256266648,6.311044327573254
-29.160278,26.573333,11-01-2011,22.9,6.9,13.4,1336.0,,8.98162693805068,1.2772351615326822,57.9468615531726,24.75240762243016,6.413496345878015,0.6215422443822143,0.0068301345536507
-34.250556,20.9925,11-01-2011,20.5,6.8,42.5,26.0,,26.746806912096165,56.11638549279421,9.794412949935111,7.321904241513558,0.0,0.0204904036609521,0.0
-25.45963889,28.26430556,11-01-2011,19.6,6.1,15.8,1101.0,,10.381804521549077,9.118229629123691,51.02793525032443,27.81913803701933,1.64606242742982,0.0068301345536507,0.0
